# Time(a.u.)  Energy(a.u.)  mu_x(a.u.)  mu_y(a.u.)  mu_z(a.u.)
6.5476000000E+02 -9.2211021820E+01 -2.6671090544E-04 -2.6671090539E-04 9.1425194443E-01
6.5480000000E+02 -9.2211021820E+01 -2.7450682598E-04 -2.7450682593E-04 9.1424663749E-01
6.5484000000E+02 -9.2211021819E+01 -2.8193382960E-04 -2.8193382955E-04 9.1423848752E-01
6.5488000000E+02 -9.2211021819E+01 -2.8822099267E-04 -2.8822099262E-04 9.1422692052E-01
6.5492000000E+02 -9.2211021819E+01 -2.9283832246E-04 -2.9283832241E-04 9.1421178601E-01
6.5496000000E+02 -9.2211021818E+01 -2.9562179706E-04 -2.9562179701E-04 9.1419338455E-01
6.5500000000E+02 -9.2211021817E+01 -2.9679794582E-04 -2.9679794577E-04 9.1417238022E-01
6.5504000000E+02 -9.2211021816E+01 -2.9690445533E-04 -2.9690445528E-04 9.1414962894E-01
6.5508000000E+02 -9.2211021815E+01 -2.9663292341E-04 -2.9663292336E-04 9.1412597508E-01
6.5512000000E+02 -9.2211021815E+01 -2.9664114102E-04 -2.9664114097E-04 9.1410207429E-01
6.5516000000E+02 -9.2211021814E+01 -2.9738899998E-04 -2.9738899994E-04 9.1407828679E-01
6.5520000000E+02 -9.2211021814E+01 -2.9904265196E-04 -2.9904265191E-04 9.1405466029E-01
6.5524000000E+02 -9.2211021813E+01 -3.0146917782E-04 -3.0146917777E-04 9.1403099218E-01
6.5528000000E+02 -9.2211021812E+01 -3.0431592911E-04 -3.0431592906E-04 9.1400693865E-01
6.5532000000E+02 -9.2211021811E+01 -3.0714363341E-04 -3.0714363337E-04 9.1398212901E-01
6.5536000000E+02 -9.2211021811E+01 -3.0956793275E-04 -3.0956793270E-04 9.1395625000E-01
6.5540000000E+02 -9.2211021810E+01 -3.1136437865E-04 -3.1136437861E-04 9.1392908299E-01
6.5544000000E+02 -9.2211021809E+01 -3.1250645049E-04 -3.1250645044E-04 9.1390049844E-01
6.5548000000E+02 -9.2211021809E+01 -3.1312984494E-04 -3.1312984489E-04 9.1387042936E-01
6.5552000000E+02 -9.2211021808E+01 -3.1344125743E-04 -3.1344125739E-04 9.1383885110E-01
6.5556000000E+02 -9.2211021807E+01 -3.1360801890E-04 -3.1360801885E-04 9.1380578718E-01
6.5560000000E+02 -9.2211021807E+01 -3.1367046130E-04 -3.1367046125E-04 9.1377134431E-01
6.5564000000E+02 -9.2211021806E+01 -3.1351011506E-04 -3.1351011502E-04 9.1373576040E-01
6.5568000000E+02 -9.2211021805E+01 -3.1288680067E-04 -3.1288680063E-04 9.1369943652E-01
6.5572000000E+02 -9.2211021804E+01 -3.1153304991E-04 -3.1153304987E-04 9.1366292369E-01
6.5576000000E+02 -9.2211021803E+01 -3.0927327838E-04 -3.0927327834E-04 9.1362684841E-01
6.5580000000E+02 -9.2211021803E+01 -3.0612479959E-04 -3.0612479955E-04 9.1359178399E-01
6.5584000000E+02 -9.2211021802E+01 -3.0234176891E-04 -3.0234176887E-04 9.1355809888E-01
6.5588000000E+02 -9.2211021801E+01 -2.9838049170E-04 -2.9838049166E-04 9.1352582925E-01
6.5592000000E+02 -9.2211021800E+01 -2.9478987548E-04 -2.9478987544E-04 9.1349462342E-01
6.5596000000E+02 -9.2211021799E+01 -2.9205610039E-04 -2.9205610035E-04 9.1346378890E-01
6.5600000000E+02 -9.2211021798E+01 -2.9044760742E-04 -2.9044760738E-04 9.1343244282E-01
6.5604000000E+02 -9.2211021797E+01 -2.8990950065E-04 -2.8990950061E-04 9.1339973278E-01
6.5608000000E+02 -9.2211021796E+01 -2.9004399311E-04 -2.9004399307E-04 9.1336506922E-01
6.5612000000E+02 -9.2211021795E+01 -2.9018902073E-04 -2.9018902069E-04 9.1332830140E-01
6.5616000000E+02 -9.2211021793E+01 -2.8957788760E-04 -2.8957788756E-04 9.1328978177E-01
6.5620000000E+02 -9.2211021792E+01 -2.8753771556E-04 -2.8753771552E-04 9.1325029421E-01
6.5624000000E+02 -9.2211021791E+01 -2.8367136254E-04 -2.8367136251E-04 9.1321086164E-01
6.5628000000E+02 -9.2211021790E+01 -2.7797060478E-04 -2.7797060474E-04 9.1317248527E-01
6.5632000000E+02 -9.2211021788E+01 -2.7082709479E-04 -2.7082709475E-04 9.1313588891E-01
6.5636000000E+02 -9.2211021787E+01 -2.6293649759E-04 -2.6293649755E-04 9.1310134076E-01
6.5640000000E+02 -9.2211021786E+01 -2.5512172431E-04 -2.5512172427E-04 9.1306860166E-01
6.5644000000E+02 -9.2211021785E+01 -2.4812423765E-04 -2.4812423761E-04 9.1303701051E-01
6.5648000000E+02 -9.2211021784E+01 -2.4242114281E-04 -2.4242114277E-04 9.1300567693E-01
6.5652000000E+02 -9.2211021782E+01 -2.3811766474E-04 -2.3811766470E-04 9.1297372018E-01
6.5656000000E+02 -9.2211021781E+01 -2.3494219429E-04 -2.3494219426E-04 9.1294048345E-01
6.5660000000E+02 -9.2211021780E+01 -2.3234119279E-04 -2.3234119276E-04 9.1290566409E-01
6.5664000000E+02 -9.2211021779E+01 -2.2964288057E-04 -2.2964288054E-04 9.1286933075E-01
6.5668000000E+02 -9.2211021779E+01 -2.2624021836E-04 -2.2624021833E-04 9.1283183564E-01
6.5672000000E+02 -9.2211021778E+01 -2.2174048798E-04 -2.2174048794E-04 9.1279366227E-01
6.5676000000E+02 -9.2211021777E+01 -2.1604134045E-04 -2.1604134041E-04 9.1275526529E-01
6.5680000000E+02 -9.2211021777E+01 -2.0931723567E-04 -2.0931723563E-04 9.1271695511E-01
6.5684000000E+02 -9.2211021777E+01 -2.0192805108E-04 -2.0192805104E-04 9.1267885802E-01
6.5688000000E+02 -9.2211021777E+01 -1.9428459866E-04 -1.9428459862E-04 9.1264095140E-01
6.5692000000E+02 -9.2211021776E+01 -1.8671689506E-04 -1.8671689502E-04 9.1260314540E-01
6.5696000000E+02 -9.2211021776E+01 -1.7938718334E-04 -1.7938718330E-04 9.1256536695E-01
6.5700000000E+02 -9.2211021776E+01 -1.7227258745E-04 -1.7227258741E-04 9.1252760488E-01
6.5704000000E+02 -9.2211021776E+01 -1.6521774857E-04 -1.6521774853E-04 9.1248989431E-01
6.5708000000E+02 -9.2211021777E+01 -1.5803396351E-04 -1.5803396347E-04 9.1245224738E-01
6.5712000000E+02 -9.2211021777E+01 -1.5060598559E-04 -1.5060598555E-04 9.1241456277E-01
6.5716000000E+02 -9.2211021778E+01 -1.4296569700E-04 -1.4296569696E-04 9.1237656014E-01
6.5720000000E+02 -9.2211021779E+01 -1.3530385557E-04 -1.3530385553E-04 9.1233777972E-01
6.5724000000E+02 -9.2211021779E+01 -1.2791304616E-04 -1.2791304612E-04 9.1229766460E-01
6.5728000000E+02 -9.2211021780E+01 -1.2107955389E-04 -1.2107955385E-04 9.1225571078E-01
6.5732000000E+02 -9.2211021781E+01 -1.1496093981E-04 -1.1496093976E-04 9.1221164032E-01
6.5736000000E+02 -9.2211021782E+01 -1.0949317819E-04 -1.0949317814E-04 9.1216553688E-01
6.5740000000E+02 -9.2211021783E+01 -1.0436367698E-04 -1.0436367694E-04 9.1211788846E-01
6.5744000000E+02 -9.2211021784E+01 -9.9066434777E-05 -9.9066434734E-05 9.1206950819E-01
6.5748000000E+02 -9.2211021786E+01 -9.3029182437E-05 -9.3029182393E-05 9.1202134320E-01
6.5752000000E+02 -9.2211021787E+01 -8.5777993677E-05 -8.5777993632E-05 9.1197422062E-01
6.5756000000E+02 -9.2211021788E+01 -7.7090445738E-05 -7.7090445693E-05 9.1192860538E-01
6.5760000000E+02 -9.2211021789E+01 -6.7088906156E-05 -6.7088906110E-05 9.1188444660E-01
6.5764000000E+02 -9.2211021790E+01 -5.6241253152E-05 -5.6241253105E-05 9.1184116622E-01
6.5768000000E+02 -9.2211021791E+01 -4.5262861762E-05 -4.5262861714E-05 9.1179780153E-01
6.5772000000E+02 -9.2211021792E+01 -3.4943093070E-05 -3.4943093022E-05 9.1175326577E-01
6.5776000000E+02 -9.2211021794E+01 -2.5942843855E-05 -2.5942843806E-05 9.1170665268E-01
6.5780000000E+02 -9.2211021795E+01 -1.8619697629E-05 -1.8619697580E-05 9.1165749586E-01
6.5784000000E+02 -9.2211021796E+01 -1.2930592164E-05 -1.2930592114E-05 9.1160590587E-01
6.5788000000E+02 -9.2211021797E+01 -8.4404356424E-06 -8.4404355917E-06 9.1155254491E-01
6.5792000000E+02 -9.2211021798E+01 -4.4350445499E-06 -4.4350444987E-06 9.1149844847E-01
6.5796000000E+02 -9.2211021799E+01 -1.0705544672E-07 -1.0705539481E-07 9.1144474946E-01
6.5800000000E+02 -9.2211021800E+01 5.2370846696E-06 5.2370847223E-06 9.1139238904E-01
6.5804000000E+02 -9.2211021801E+01 1.2006252555E-05 1.2006252609E-05 9.1134189949E-01
6.5808000000E+02 -9.2211021802E+01 2.0235723332E-05 2.0235723387E-05 9.1129331926E-01
6.5812000000E+02 -9.2211021803E+01 2.9601496533E-05 2.9601496589E-05 9.1124625684E-01
6.5816000000E+02 -9.2211021804E+01 3.9529050991E-05 3.9529051048E-05 9.1120007289E-01
6.5820000000E+02 -9.2211021805E+01 4.9361028100E-05 4.9361028158E-05 9.1115411520E-01
6.5824000000E+02 -9.2211021806E+01 5.8533012443E-05 5.8533012502E-05 9.1110792895E-01
6.5828000000E+02 -9.2211021807E+01 6.6706897109E-05 6.6706897168E-05 9.1106137871E-01
6.5832000000E+02 -9.2211021808E+01 7.3826732367E-05 7.3826732427E-05 9.1101465302E-01
6.5836000000E+02 -9.2211021810E+01 8.0087294889E-05 8.0087294950E-05 9.1096816447E-01
6.5840000000E+02 -9.2211021811E+01 8.5832776008E-05 8.5832776070E-05 9.1092239305E-01
6.5844000000E+02 -9.2211021812E+01 9.1423493766E-05 9.1423493830E-05 9.1087773662E-01
6.5848000000E+02 -9.2211021813E+01 9.7116183414E-05 9.7116183479E-05 9.1083442441E-01
6.5852000000E+02 -9.2211021814E+01 1.0299619660E-04 1.0299619667E-04 9.1079252127E-01
6.5856000000E+02 -9.2211021815E+01 1.0898057784E-04 1.0898057791E-04 9.1075201321E-01
6.5860000000E+02 -9.2211021817E+01 1.1488604708E-04 1.1488604715E-04 9.1071293186E-01
6.5864000000E+02 -9.2211021818E+01 1.2053364763E-04 1.2053364770E-04 9.1067545984E-01
6.5868000000E+02 -9.2211021820E+01 1.2584950334E-04 1.2584950341E-04 9.1063996611E-01
6.5872000000E+02 -9.2211021821E+01 1.3092275726E-04 1.3092275733E-04 9.1060694780E-01
6.5876000000E+02 -9.2211021822E+01 1.3599676084E-04 1.3599676091E-04 9.1057689264E-01
6.5880000000E+02 -9.2211021824E+01 1.4139299796E-04 1.4139299804E-04 9.1055011024E-01
6.5884000000E+02 -9.2211021825E+01 1.4739132869E-04 1.4739132876E-04 9.1052659753E-01
6.5888000000E+02 -9.2211021826E+01 1.5410689069E-04 1.5410689077E-04 9.1050599713E-01
6.5892000000E+02 -9.2211021828E+01 1.6140766565E-04 1.6140766572E-04 9.1048767789E-01
6.5896000000E+02 -9.2211021829E+01 1.6890573395E-04 1.6890573403E-04 9.1047092461E-01
6.5900000000E+02 -9.2211021830E+01 1.7603276503E-04 1.7603276510E-04 9.1045518320E-01
6.5904000000E+02 -9.2211021831E+01 1.8218326338E-04 1.8218326346E-04 9.1044028282E-01
6.5908000000E+02 -9.2211021832E+01 1.8688608062E-04 1.8688608070E-04 9.1042655821E-01
6.5912000000E+02 -9.2211021832E+01 1.8995320157E-04 1.8995320165E-04 9.1041482308E-01
6.5916000000E+02 -9.2211021833E+01 1.9155884406E-04 1.9155884415E-04 9.1040619148E-01
6.5920000000E+02 -9.2211021833E+01 1.9222070760E-04 1.9222070769E-04 9.1040179395E-01
6.5924000000E+02 -9.2211021834E+01 1.9268336329E-04 1.9268336338E-04 9.1040247119E-01
6.5928000000E+02 -9.2211021834E+01 1.9373287714E-04 1.9373287722E-04 9.1040853856E-01
6.5932000000E+02 -9.2211021833E+01 1.9599293487E-04 1.9599293496E-04 9.1041969573E-01
6.5936000000E+02 -9.2211021833E+01 1.9975941523E-04 1.9975941532E-04 9.1043511166E-01
6.5940000000E+02 -9.2211021832E+01 2.0492030711E-04 2.0492030720E-04 9.1045366171E-01
6.5944000000E+02 -9.2211021831E+01 2.1098391389E-04 2.1098391398E-04 9.1047424595E-01
6.5948000000E+02 -9.2211021830E+01 2.1720749277E-04 2.1720749286E-04 9.1049609371E-01
6.5952000000E+02 -9.2211021829E+01 2.2278998417E-04 2.2278998427E-04 9.1051896389E-01
6.5956000000E+02 -9.2211021827E+01 2.2707474515E-04 2.2707474524E-04 9.1054318475E-01
6.5960000000E+02 -9.2211021825E+01 2.2970639491E-04 2.2970639501E-04 9.1056952726E-01
6.5964000000E+02 -9.2211021823E+01 2.3070036311E-04 2.3070036321E-04 9.1059895722E-01
6.5968000000E+02 -9.2211021821E+01 2.3040994952E-04 2.3040994961E-04 9.1063234684E-01
6.5972000000E+02 -9.2211021819E+01 2.2940562613E-04 2.2940562623E-04 9.1067023478E-01
6.5976000000E+02 -9.2211021816E+01 2.2830591679E-04 2.2830591689E-04 9.1071270319E-01
6.5980000000E+02 -9.2211021814E+01 2.2761122984E-04 2.2761122994E-04 9.1075939914E-01
6.5984000000E+02 -9.2211021811E+01 2.2758822582E-04 2.2758822592E-04 9.1080968011E-01
6.5988000000E+02 -9.2211021808E+01 2.2823431945E-04 2.2823431956E-04 9.1086282451E-01
6.5992000000E+02 -9.2211021805E+01 2.2932572159E-04 2.2932572169E-04 9.1091823230E-01
6.5996000000E+02 -9.2211021802E+01 2.3052639777E-04 2.3052639788E-04 9.1097555054E-01
6.6000000000E+02 -9.2211021799E+01 2.3151758773E-04 2.3151758783E-04 9.1103469056E-01
6.6004000000E+02 -9.2211021796E+01 2.3210343005E-04 2.3210343016E-04 9.1109574474E-01
6.6008000000E+02 -9.2211021793E+01 2.3225868052E-04 2.3225868063E-04 9.1115884680E-01
6.6012000000E+02 -9.2211021790E+01 2.3210575552E-04 2.3210575563E-04 9.1122403749E-01
6.6016000000E+02 -9.2211021787E+01 2.3183322628E-04 2.3183322640E-04 9.1129119140E-01
6.6020000000E+02 -9.2211021784E+01 2.3158819773E-04 2.3158819784E-04 9.1136003392E-01
6.6024000000E+02 -9.2211021781E+01 2.3138405293E-04 2.3138405304E-04 9.1143023936E-01
6.6028000000E+02 -9.2211021778E+01 2.3105985945E-04 2.3105985956E-04 9.1150156779E-01
6.6032000000E+02 -9.2211021776E+01 2.3030999945E-04 2.3030999957E-04 9.1157398025E-01
6.6036000000E+02 -9.2211021773E+01 2.2877810473E-04 2.2877810484E-04 9.1164767805E-01
6.6040000000E+02 -9.2211021771E+01 2.2618621335E-04 2.2618621346E-04 9.1172303885E-01
6.6044000000E+02 -9.2211021769E+01 2.2245595491E-04 2.2245595503E-04 9.1180046183E-01
6.6048000000E+02 -9.2211021767E+01 2.1777842530E-04 2.1777842542E-04 9.1188017064E-01
6.6052000000E+02 -9.2211021766E+01 2.1260369843E-04 2.1260369855E-04 9.1196204408E-01
6.6056000000E+02 -9.2211021764E+01 2.0754545172E-04 2.0754545184E-04 9.1204554063E-01
6.6060000000E+02 -9.2211021763E+01 2.0322337523E-04 2.0322337536E-04 9.1212975520E-01
6.6064000000E+02 -9.2211021762E+01 2.0008727844E-04 2.0008727857E-04 9.1221360332E-01
6.6068000000E+02 -9.2211021761E+01 1.9827516955E-04 1.9827516967E-04 9.1229608365E-01
6.6072000000E+02 -9.2211021760E+01 1.9755002279E-04 1.9755002291E-04 9.1237653976E-01
6.6076000000E+02 -9.2211021760E+01 1.9733834366E-04 1.9733834379E-04 9.1245483756E-01
6.6080000000E+02 -9.2211021759E+01 1.9686427195E-04 1.9686427208E-04 9.1253139755E-01
6.6084000000E+02 -9.2211021760E+01 1.9534462340E-04 1.9534462353E-04 9.1260706470E-01
6.6088000000E+02 -9.2211021760E+01 1.9219158440E-04 1.9219158453E-04 9.1268284981E-01
6.6092000000E+02 -9.2211021760E+01 1.8716652850E-04 1.8716652863E-04 9.1275961665E-01
6.6096000000E+02 -9.2211021761E+01 1.8044176956E-04 1.8044176969E-04 9.1283780787E-01
6.6100000000E+02 -9.2211021761E+01 1.7255313968E-04 1.7255313981E-04 9.1291729090E-01
6.6104000000E+02 -9.2211021762E+01 1.6425735478E-04 1.6425735491E-04 9.1299736880E-01
6.6108000000E+02 -9.2211021763E+01 1.5633497540E-04 1.5633497553E-04 9.1307695046E-01
6.6112000000E+02 -9.2211021764E+01 1.4939445233E-04 1.4939445246E-04 9.1315482646E-01
6.6116000000E+02 -9.2211021765E+01 1.4373104602E-04 1.4373104615E-04 9.1322996699E-01
6.6120000000E+02 -9.2211021766E+01 1.3927707507E-04 1.3927707521E-04 9.1330175448E-01
6.6124000000E+02 -9.2211021767E+01 1.3565243445E-04 1.3565243458E-04 9.1337008774E-01
6.6128000000E+02 -9.2211021768E+01 1.3229507091E-04 1.3229507104E-04 9.1343533651E-01
6.6132000000E+02 -9.2211021769E+01 1.2862892842E-04 1.2862892855E-04 9.1349817215E-01
6.6136000000E+02 -9.2211021771E+01 1.2421826557E-04 1.2421826570E-04 9.1355933603E-01
6.6140000000E+02 -9.2211021772E+01 1.1886439806E-04 1.1886439819E-04 9.1361942068E-01
6.6144000000E+02 -9.2211021774E+01 1.1262113171E-04 1.1262113185E-04 9.1367872786E-01
6.6148000000E+02 -9.2211021775E+01 1.0573174738E-04 1.0573174752E-04 9.1373723619E-01
6.6152000000E+02 -9.2211021777E+01 9.8514869531E-05 9.8514869669E-05 9.1379467193E-01
6.6156000000E+02 -9.2211021779E+01 9.1241247790E-05 9.1241247927E-05 9.1385064272E-01
6.6160000000E+02 -9.2211021780E+01 8.4044012203E-05 8.4044012341E-05 9.1390477771E-01
6.6164000000E+02 -9.2211021781E+01 7.6891532587E-05 7.6891532726E-05 9.1395682204E-01
6.6168000000E+02 -9.2211021783E+01 6.9629295898E-05 6.9629296036E-05 9.1400665780E-01
6.6172000000E+02 -9.2211021784E+01 6.2072824102E-05 6.2072824241E-05 9.1405425505E-01
6.6176000000E+02 -9.2211021786E+01 5.4115669856E-05 5.4115669996E-05 9.1409958597E-01
6.6180000000E+02 -9.2211021788E+01 4.5810899937E-05 4.5810900076E-05 9.1414254873E-01
6.6184000000E+02 -9.2211021790E+01 3.7393113706E-05 3.7393113846E-05 9.1418294286E-01
6.6188000000E+02 -9.2211021791E+01 2.9228187758E-05 2.9228187898E-05 9.1422051530E-01
6.6192000000E+02 -9.2211021793E+01 2.1703037293E-05 2.1703037432E-05 9.1425506516E-01
6.6196000000E+02 -9.2211021794E+01 1.5089486062E-05 1.5089486202E-05 9.1428656775E-01
6.6200000000E+02 -9.2211021796E+01 9.4275311302E-06 9.4275312700E-06 9.1431526553E-01
6.6204000000E+02 -9.2211021798E+01 4.4698777409E-06 4.4698778809E-06 9.1434168007E-01
6.6208000000E+02 -9.2211021800E+01 -2.8775383464E-07 -2.8775369442E-07 9.1436652481E-01
6.6212000000E+02 -9.2211021802E+01 -5.4922331015E-06 -5.4922329611E-06 9.1439053333E-01
6.6216000000E+02 -9.2211021804E+01 -1.1763125231E-05 -1.1763125091E-05 9.1441425087E-01
6.6220000000E+02 -9.2211021805E+01 -1.9514997004E-05 -1.9514996864E-05 9.1443785472E-01
6.6224000000E+02 -9.2211021807E+01 -2.8824674807E-05 -2.8824674667E-05 9.1446106599E-01
6.6228000000E+02 -9.2211021808E+01 -3.9385203786E-05 -3.9385203647E-05 9.1448318993E-01
6.6232000000E+02 -9.2211021810E+01 -5.0564152625E-05 -5.0564152486E-05 9.1450328281E-01
6.6236000000E+02 -9.2211021812E+01 -6.1553763350E-05 -6.1553763210E-05 9.1452040303E-01
6.6240000000E+02 -9.2211021813E+01 -7.1573295195E-05 -7.1573295057E-05 9.1453387541E-01
6.6244000000E+02 -9.2211021815E+01 -8.0068000162E-05 -8.0068000024E-05 9.1454349113E-01
6.6248000000E+02 -9.2211021816E+01 -8.6849408473E-05 -8.6849408335E-05 9.1454958333E-01
6.6252000000E+02 -9.2211021817E+01 -9.2138049429E-05 -9.2138049291E-05 9.1455295493E-01
6.6256000000E+02 -9.2211021818E+01 -9.6497545531E-05 -9.6497545393E-05 9.1455467931E-01
6.6260000000E+02 -9.2211021819E+01 -1.0067992418E-04 -1.0067992405E-04 9.1455583167E-01
6.6264000000E+02 -9.2211021820E+01 -1.0542681100E-04 -1.0542681087E-04 9.1455722821E-01
6.6268000000E+02 -9.2211021821E+01 -1.1128260637E-04 -1.1128260623E-04 9.1455924516E-01
6.6272000000E+02 -9.2211021822E+01 -1.1847060078E-04 -1.1847060064E-04 9.1456176366E-01
6.6276000000E+02 -9.2211021823E+01 -1.2686308882E-04 -1.2686308869E-04 9.1456424696E-01
6.6280000000E+02 -9.2211021823E+01 -1.3604815598E-04 -1.3604815584E-04 9.1456591813E-01
6.6284000000E+02 -9.2211021823E+01 -1.4546765787E-04 -1.4546765773E-04 9.1456597941E-01
6.6288000000E+02 -9.2211021824E+01 -1.5458146571E-04 -1.5458146557E-04 9.1456380844E-01
6.6292000000E+02 -9.2211021824E+01 -1.6300794827E-04 -1.6300794814E-04 9.1455908015E-01
6.6296000000E+02 -9.2211021824E+01 -1.7060099923E-04 -1.7060099909E-04 9.1455179207E-01
6.6300000000E+02 -9.2211021823E+01 -1.7744599874E-04 -1.7744599860E-04 9.1454220283E-01
6.6304000000E+02 -9.2211021823E+01 -1.8378365271E-04 -1.8378365258E-04 9.1453071905E-01
6.6308000000E+02 -9.2211021823E+01 -1.8989318067E-04 -1.8989318054E-04 9.1451777619E-01
6.6312000000E+02 -9.2211021822E+01 -1.9597777840E-04 -1.9597777827E-04 9.1450375162E-01
6.6316000000E+02 -9.2211021821E+01 -2.0209228138E-04 -2.0209228125E-04 9.1448892913E-01
6.6320000000E+02 -9.2211021820E+01 -2.0813680438E-04 -2.0813680425E-04 9.1447350959E-01
6.6324000000E+02 -9.2211021820E+01 -2.1391635773E-04 -2.1391635760E-04 9.1445764401E-01
6.6328000000E+02 -9.2211021819E+01 -2.1924298458E-04 -2.1924298445E-04 9.1444145858E-01
6.6332000000E+02 -9.2211021818E+01 -2.2404161666E-04 -2.2404161653E-04 9.1442504900E-01
6.6336000000E+02 -9.2211021817E+01 -2.2841873965E-04 -2.2841873952E-04 9.1440843968E-01
6.6340000000E+02 -9.2211021816E+01 -2.3266490263E-04 -2.3266490250E-04 9.1439152402E-01
6.6344000000E+02 -9.2211021815E+01 -2.3718431194E-04 -2.3718431181E-04 9.1437401671E-01
6.6348000000E+02 -9.2211021814E+01 -2.4237002729E-04 -2.4237002716E-04 9.1435545068E-01
6.6352000000E+02 -9.2211021813E+01 -2.4846332097E-04 -2.4846332085E-04 9.1433523857E-01
6.6356000000E+02 -9.2211021812E+01 -2.5544381271E-04 -2.5544381259E-04 9.1431279540E-01
6.6360000000E+02 -9.2211021811E+01 -2.6299003813E-04 -2.6299003801E-04 9.1428769395E-01
6.6364000000E+02 -9.2211021810E+01 -2.7052989627E-04 -2.7052989615E-04 9.1425980655E-01
6.6368000000E+02 -9.2211021809E+01 -2.7737298687E-04 -2.7737298675E-04 9.1422938419E-01
6.6372000000E+02 -9.2211021808E+01 -2.8289066715E-04 -2.8289066703E-04 9.1419703838E-01
6.6376000000E+02 -9.2211021807E+01 -2.8669301566E-04 -2.8669301554E-04 9.1416361891E-01
6.6380000000E+02 -9.2211021806E+01 -2.8875026913E-04 -2.8875026901E-04 9.1413001354E-01
6.6384000000E+02 -9.2211021805E+01 -2.8942061885E-04 -2.8942061873E-04 9.1409692194E-01
6.6388000000E+02 -9.2211021805E+01 -2.8937252256E-04 -2.8937252245E-04 9.1406466752E-01
6.6392000000E+02 -9.2211021804E+01 -2.8942016745E-04 -2.8942016733E-04 9.1403310250E-01
6.6396000000E+02 -9.2211021803E+01 -2.9031627380E-04 -2.9031627368E-04 9.1400163560E-01
6.6400000000E+02 -9.2211021803E+01 -2.9255931814E-04 -2.9255931803E-04 9.1396937635E-01
6.6404000000E+02 -9.2211021802E+01 -2.9626851739E-04 -2.9626851728E-04 9.1393535618E-01
6.6408000000E+02 -9.2211021802E+01 -3.0116059833E-04 -3.0116059822E-04 9.1389876494E-01
6.6412000000E+02 -9.2211021801E+01 -3.0663322469E-04 -3.0663322458E-04 9.1385913838E-01
6.6416000000E+02 -9.2211021801E+01 -3.1192965984E-04 -3.1192965973E-04 9.1381644894E-01
6.6420000000E+02 -9.2211021801E+01 -3.1633679801E-04 -3.1633679790E-04 9.1377108190E-01
6.6424000000E+02 -9.2211021800E+01 -3.1936064895E-04 -3.1936064884E-04 9.1372371269E-01
6.6428000000E+02 -9.2211021800E+01 -3.2083184806E-04 -3.2083184796E-04 9.1367512761E-01
6.6432000000E+02 -9.2211021799E+01 -3.2091589972E-04 -3.2091589962E-04 9.1362604182E-01
6.6436000000E+02 -9.2211021799E+01 -3.2003167908E-04 -3.2003167899E-04 9.1357696278E-01
6.6440000000E+02 -9.2211021798E+01 -3.1870835614E-04 -3.1870835605E-04 9.1352812739E-01
6.6444000000E+02 -9.2211021798E+01 -3.1742735679E-04 -3.1742735669E-04 9.1347951487E-01
6.6448000000E+02 -9.2211021797E+01 -3.1649754134E-04 -3.1649754124E-04 9.1343091463E-01
6.6452000000E+02 -9.2211021796E+01 -3.1599846885E-04 -3.1599846875E-04 9.1338201555E-01
6.6456000000E+02 -9.2211021795E+01 -3.1580305956E-04 -3.1580305946E-04 9.1333248469E-01
6.6460000000E+02 -9.2211021795E+01 -3.1566490086E-04 -3.1566490076E-04 9.1328201583E-01
6.6464000000E+02 -9.2211021795E+01 -3.1533521897E-04 -3.1533521888E-04 9.1323034683E-01
6.6468000000E+02 -9.2211021794E+01 -3.1466648848E-04 -3.1466648839E-04 9.1317725990E-01
6.6472000000E+02 -9.2211021793E+01 -3.1366609738E-04 -3.1366609729E-04 9.1312258586E-01
6.6476000000E+02 -9.2211021792E+01 -3.1248204705E-04 -3.1248204696E-04 9.1306622840E-01
6.6480000000E+02 -9.2211021791E+01 -3.1132706578E-04 -3.1132706569E-04 9.1300821046E-01
6.6484000000E+02 -9.2211021790E+01 -3.1036961226E-04 -3.1036961217E-04 9.1294872846E-01
6.6488000000E+02 -9.2211021789E+01 -3.0963267389E-04 -3.0963267381E-04 9.1288818758E-01
6.6492000000E+02 -9.2211021789E+01 -3.0893980218E-04 -3.0893980210E-04 9.1282719084E-01
6.6496000000E+02 -9.2211021788E+01 -3.0793277585E-04 -3.0793277577E-04 9.1276646569E-01
6.6500000000E+02 -9.2211021787E+01 -3.0616139616E-04 -3.0616139609E-04 9.1270673325E-01
6.6504000000E+02 -9.2211021786E+01 -3.0322091041E-04 -3.0322091033E-04 9.1264854838E-01
6.6508000000E+02 -9.2211021785E+01 -2.9889464597E-04 -2.9889464589E-04 9.1259215528E-01
6.6512000000E+02 -9.2211021784E+01 -2.9325470798E-04 -2.9325470791E-04 9.1253740640E-01
6.6516000000E+02 -9.2211021784E+01 -2.8668402334E-04 -2.8668402326E-04 9.1248377870E-01
6.6520000000E+02 -9.2211021783E+01 -2.7980576983E-04 -2.7980576976E-04 9.1243049450E-01
6.6524000000E+02 -9.2211021783E+01 -2.7333448470E-04 -2.7333448463E-04 9.1237672245E-01
6.6528000000E+02 -9.2211021783E+01 -2.6788817347E-04 -2.6788817340E-04 9.1232180715E-01
6.6532000000E+02 -9.2211021783E+01 -2.6381462102E-04 -2.6381462095E-04 9.1226546399E-01
6.6536000000E+02 -9.2211021782E+01 -2.6108322936E-04 -2.6108322930E-04 9.1220788268E-01
6.6540000000E+02 -9.2211021782E+01 -2.5927624701E-04 -2.5927624694E-04 9.1214970800E-01
